Date,Open,High,Low,Close,Volume
8/1/2012 18:10:00,0.07,0.07,0.07,0.07,3238446
8/2/2012 18:10:00,0.07,0.07,0.07,0.07,2780569
8/3/2012 18:10:00,0.07,0.07,0.07,0.07,1457316
8/6/2012 18:10:00,0.07,0.07,0.07,0.07,1627189
8/7/2012 18:10:00,0.07,0.07,0.07,0.07,3288483
8/8/2012 18:10:00,0.07,0.07,0.07,0.07,3259695
8/9/2012 18:10:00,0.07,0.07,0.07,0.07,710067
8/10/2012 18:10:00,0.07,0.07,0.07,0.07,1133997
8/13/2012 18:10:00,0.07,0.07,0.07,0.07,866589
8/14/2012 18:10:00,0.07,0.07,0.07,0.07,1281186
8/15/2012 18:10:00,0.07,0.07,0.07,0.07,1169118
8/16/2012 18:10:00,0.06,0.07,0.06,0.06,741081
8/17/2012 18:10:00,0.07,0.07,0.06,0.07,1188518
8/22/2012 18:10:00,0.07,0.07,0.07,0.07,656637
8/23/2012 18:10:00,0.07,0.07,0.07,0.07,683924
8/24/2012 18:10:00,0.07,0.07,0.06,0.07,961801
8/27/2012 18:10:00,0.07,0.07,0.06,0.07,1069213
8/28/2012 18:10:00,0.07,0.07,0.06,0.07,705282
8/29/2012 18:10:00,0.06,0.07,0.06,0.06,699560
8/31/2012 18:10:00,0.06,0.07,0.06,0.06,2238029
9/3/2012 18:10:00,0.06,0.06,0.06,0.06,968588
9/4/2012 18:10:00,0.06,0.06,0.06,0.06,828321
9/5/2012 18:10:00,0.06,0.06,0.06,0.06,948508
9/6/2012 18:10:00,0.06,0.07,0.06,0.06,4026041
9/7/2012 18:10:00,0.07,0.07,0.06,0.07,2031334
9/10/2012 18:10:00,0.07,0.07,0.07,0.07,4665278
9/11/2012 18:10:00,0.07,0.07,0.07,0.07,11676324
9/12/2012 18:10:00,0.07,0.07,0.07,0.07,10116813
9/13/2012 18:10:00,0.07,0.07,0.07,0.07,6359355
9/14/2012 18:10:00,0.07,0.07,0.07,0.07,4520715
9/17/2012 18:10:00,0.07,0.07,0.07,0.07,9951274
9/18/2012 18:10:00,0.07,0.07,0.07,0.07,15124639
9/19/2012 18:10:00,0.07,0.07,0.07,0.07,3765057
9/20/2012 18:10:00,0.07,0.07,0.07,0.07,3054873
9/21/2012 18:10:00,0.07,0.07,0.07,0.07,3259234
9/24/2012 18:10:00,0.07,0.07,0.07,0.07,2039418
9/25/2012 18:10:00,0.07,0.07,0.07,0.07,4437331
9/26/2012 18:10:00,0.07,0.07,0.07,0.07,3475293
9/27/2012 18:10:00,0.07,0.07,0.07,0.07,4421172
9/28/2012 18:10:00,0.07,0.07,0.07,0.07,5227866
10/1/2012 18:10:00,0.07,0.07,0.07,0.07,1762041
10/2/2012 18:10:00,0.07,0.07,0.07,0.07,3206946
10/3/2012 18:10:00,0.07,0.07,0.07,0.07,4104731
10/4/2012 18:10:00,0.07,0.07,0.07,0.07,8151214
10/8/2012 18:10:00,0.07,0.07,0.07,0.07,5210889
10/9/2012 18:10:00,0.07,0.07,0.07,0.07,4604000
10/10/2012 18:10:00,0.07,0.07,0.07,0.07,2604489
10/11/2012 18:10:00,0.07,0.07,0.07,0.07,2610518
10/12/2012 18:10:00,0.07,0.07,0.07,0.07,4655459
10/15/2012 18:10:00,0.07,0.07,0.07,0.07,2101293
10/16/2012 18:10:00,0.07,0.07,0.07,0.07,1157334
10/17/2012 18:10:00,0.07,0.07,0.07,0.07,2229248
10/18/2012 18:10:00,0.07,0.07,0.07,0.07,1865635
10/19/2012 18:10:00,0.07,0.07,0.07,0.07,2272478
10/22/2012 18:10:00,0.07,0.07,0.07,0.07,4223902
10/23/2012 18:10:00,0.07,0.07,0.07,0.07,1292046
10/30/2012 18:10:00,0.07,0.07,0.07,0.07,2065773
10/31/2012 18:10:00,0.07,0.07,0.07,0.07,1582545
11/1/2012 18:10:00,0.07,0.07,0.07,0.07,1802803
11/2/2012 18:10:00,0.07,0.07,0.07,0.07,1730506
11/5/2012 18:10:00,0.07,0.07,0.06,0.07,3969812
11/6/2012 18:10:00,0.06,0.07,0.06,0.06,891809
11/7/2012 18:10:00,0.06,0.07,0.06,0.06,1548125
11/8/2012 18:10:00,0.06,0.07,0.06,0.06,1024232
11/12/2012 18:10:00,0.06,0.06,0.06,0.06,1525754
11/13/2012 18:10:00,0.06,0.06,0.06,0.06,1525086
11/14/2012 18:10:00,0.06,0.07,0.06,0.06,1277014
11/15/2012 18:10:00,0.06,0.06,0.06,0.06,1316781
11/16/2012 18:10:00,0.06,0.06,0.06,0.06,2520780
11/19/2012 18:10:00,0.07,0.07,0.06,0.07,2295458
11/20/2012 18:10:00,0.07,0.07,0.07,0.07,2259259
11/21/2012 18:10:00,0.06,0.07,0.06,0.06,1381297
11/22/2012 18:10:00,0.06,0.07,0.06,0.06,940882
11/23/2012 18:10:00,0.07,0.07,0.07,0.07,2460247
11/26/2012 18:10:00,0.07,0.07,0.07,0.07,5991781
11/27/2012 18:10:00,0.07,0.07,0.07,0.07,3208512
11/28/2012 18:10:00,0.07,0.07,0.07,0.07,6103851
11/29/2012 18:10:00,0.07,0.07,0.07,0.07,3511740
11/30/2012 18:10:00,0.07,0.07,0.07,0.07,5954444
12/3/2012 18:10:00,0.07,0.07,0.07,0.07,3811884
12/4/2012 18:10:00,0.07,0.07,0.07,0.07,1870365
12/5/2012 18:10:00,0.07,0.07,0.07,0.07,1733890
12/6/2012 18:10:00,0.07,0.07,0.07,0.07,3927489
12/7/2012 18:10:00,0.07,0.07,0.07,0.07,1393072
12/10/2012 18:10:00,0.07,0.07,0.07,0.07,1499294
12/11/2012 18:10:00,0.07,0.07,0.07,0.07,1495924
12/12/2012 18:10:00,0.07,0.07,0.07,0.07,5810520
12/13/2012 18:10:00,0.07,0.07,0.07,0.07,2608507
12/14/2012 18:10:00,0.07,0.07,0.07,0.07,3177447
12/18/2012 18:10:00,0.07,0.07,0.07,0.07,867574
12/19/2012 18:10:00,0.07,0.07,0.07,0.07,2785664
12/20/2012 18:10:00,0.07,0.07,0.07,0.07,3720835
12/21/2012 18:10:00,0.07,0.07,0.07,0.07,1139231
12/24/2012 18:10:00,0.07,0.07,0.07,0.07,3767111
12/25/2012 18:10:00,0.07,0.07,0.07,0.07,1913650
12/26/2012 18:10:00,0.07,0.07,0.07,0.07,6037045
12/27/2012 18:10:00,0.07,0.07,0.07,0.07,5606790
12/28/2012 18:10:00,0.07,0.07,0.07,0.07,2811996
12/31/2012 18:10:00,0.07,0.07,0.07,0.07,865740
1/2/2013 18:10:00,0.07,0.07,0.07,0.07,1420801
1/3/2013 18:10:00,0.07,0.07,0.07,0.07,6254073
1/4/2013 18:10:00,0.07,0.07,0.07,0.07,7610950
1/7/2013 18:10:00,0.07,0.07,0.07,0.07,5998939
1/8/2013 18:10:00,0.07,0.07,0.07,0.07,4171427
1/9/2013 18:10:00,0.07,0.07,0.07,0.07,3182210
1/10/2013 18:10:00,0.07,0.07,0.07,0.07,2342517
1/11/2013 18:10:00,0.07,0.07,0.07,0.07,2075113
1/14/2013 18:10:00,0.07,0.07,0.07,0.07,4707360
1/15/2013 18:10:00,0.07,0.07,0.07,0.07,19621772
1/16/2013 18:10:00,0.07,0.07,0.07,0.07,9210179
1/17/2013 18:10:00,0.07,0.07,0.07,0.07,6215119
1/18/2013 18:10:00,0.07,0.07,0.07,0.07,28481120
1/21/2013 18:10:00,0.08,0.08,0.07,0.08,22244974
1/22/2013 18:10:00,0.07,0.08,0.07,0.07,21076892
1/23/2013 18:10:00,0.07,0.07,0.07,0.07,3351852
1/24/2013 18:10:00,0.07,0.07,0.07,0.07,13399234
1/25/2013 18:10:00,0.07,0.08,0.07,0.07,30310414
1/28/2013 18:10:00,0.07,0.08,0.07,0.07,13036148
1/29/2013 18:10:00,0.07,0.07,0.07,0.07,9703254
1/30/2013 18:10:00,0.07,0.08,0.07,0.07,21773612
1/31/2013 18:10:00,0.07,0.08,0.07,0.07,6843789
2/1/2013 18:10:00,0.07,0.08,0.07,0.07,4626196
2/4/2013 18:10:00,0.07,0.08,0.07,0.07,7391791
2/5/2013 18:10:00,0.07,0.07,0.07,0.07,2370015
2/6/2013 18:10:00,0.07,0.07,0.07,0.07,2526847
2/7/2013 18:10:00,0.07,0.07,0.07,0.07,4897774
2/8/2013 18:10:00,0.07,0.07,0.07,0.07,6506653
2/11/2013 18:10:00,0.07,0.07,0.07,0.07,5341504
2/12/2013 18:10:00,0.07,0.07,0.07,0.07,2967469
2/13/2013 18:10:00,0.07,0.07,0.07,0.07,3443218
2/14/2013 18:10:00,0.07,0.07,0.07,0.07,3270513
2/15/2013 18:10:00,0.07,0.07,0.07,0.07,750899
2/18/2013 18:10:00,0.07,0.07,0.07,0.07,5342063
2/19/2013 18:10:00,0.07,0.07,0.07,0.07,3160503
2/20/2013 18:10:00,0.07,0.07,0.07,0.07,3805322
2/21/2013 18:10:00,0.07,0.07,0.07,0.07,2847199
2/22/2013 18:10:00,0.07,0.07,0.07,0.07,3083506
2/25/2013 18:10:00,0.07,0.07,0.06,0.07,1416468
2/26/2013 18:10:00,0.07,0.07,0.06,0.07,599097
2/27/2013 18:10:00,0.07,0.07,0.06,0.07,1613974
2/28/2013 18:10:00,0.07,0.07,0.07,0.07,3396184
3/1/2013 18:10:00,0.07,0.07,0.07,0.07,2557255
3/4/2013 18:10:00,0.07,0.07,0.07,0.07,3830702
3/5/2013 18:10:00,0.07,0.07,0.07,0.07,1980915
3/6/2013 18:10:00,0.07,0.07,0.07,0.07,1170414
3/7/2013 18:10:00,0.07,0.07,0.07,0.07,1653866
3/8/2013 18:10:00,0.07,0.07,0.07,0.07,832361
3/11/2013 18:10:00,0.07,0.07,0.07,0.07,1105504
3/12/2013 18:10:00,0.07,0.07,0.07,0.07,1659765
3/13/2013 18:10:00,0.07,0.07,0.07,0.07,811205
3/14/2013 18:10:00,0.07,0.07,0.07,0.07,1086054
3/15/2013 18:10:00,0.07,0.07,0.07,0.07,1737764
3/18/2013 18:10:00,0.07,0.07,0.07,0.07,1033971
3/19/2013 18:10:00,0.07,0.07,0.07,0.07,3699922
3/20/2013 18:10:00,0.07,0.07,0.07,0.07,1218229
3/21/2013 18:10:00,0.07,0.07,0.07,0.07,1532548
3/22/2013 18:10:00,0.07,0.07,0.07,0.07,1174994
3/25/2013 18:10:00,0.07,0.07,0.07,0.07,818051
3/26/2013 18:10:00,0.07,0.07,0.07,0.07,1088338
3/27/2013 18:10:00,0.07,0.07,0.07,0.07,844231
3/28/2013 18:10:00,0.07,0.07,0.07,0.07,1493904
3/29/2013 18:10:00,0.07,0.07,0.07,0.07,2088494
4/1/2013 18:10:00,0.07,0.07,0.07,0.07,950751
4/2/2013 18:10:00,0.07,0.07,0.07,0.07,4999473
4/3/2013 18:10:00,0.07,0.07,0.07,0.07,1552148
4/4/2013 18:10:00,0.07,0.07,0.07,0.07,1471445
4/5/2013 18:10:00,0.07,0.07,0.07,0.07,621431
4/8/2013 18:10:00,0.07,0.07,0.07,0.07,2364119
4/9/2013 18:10:00,0.07,0.07,0.07,0.07,981132
4/10/2013 18:10:00,0.07,0.07,0.07,0.07,1225547
4/11/2013 18:10:00,0.07,0.07,0.07,0.07,2165697
4/12/2013 18:10:00,0.07,0.07,0.07,0.07,1074757
4/15/2013 18:10:00,0.07,0.07,0.07,0.07,1559707
4/16/2013 18:10:00,0.07,0.07,0.07,0.07,2256548
4/17/2013 18:10:00,0.07,0.07,0.07,0.07,1810980
4/18/2013 18:10:00,0.07,0.07,0.06,0.07,3888969
4/19/2013 18:10:00,0.06,0.07,0.06,0.06,2250224
4/22/2013 18:10:00,0.06,0.07,0.06,0.06,3696976
4/24/2013 18:10:00,0.06,0.07,0.06,0.06,1895607
4/25/2013 18:10:00,0.06,0.07,0.06,0.06,2605490
4/26/2013 18:10:00,0.06,0.07,0.06,0.06,2052855
4/29/2013 18:10:00,0.06,0.07,0.06,0.06,1573430
4/30/2013 18:10:00,0.06,0.07,0.06,0.06,2391580
5/2/2013 18:10:00,0.07,0.07,0.06,0.07,4136370
5/3/2013 18:10:00,0.07,0.07,0.06,0.07,3780049
5/6/2013 18:10:00,0.07,0.07,0.06,0.07,3423656
5/7/2013 18:10:00,0.06,0.07,0.06,0.06,3079915
5/8/2013 18:10:00,0.06,0.07,0.06,0.06,2127682
5/9/2013 18:10:00,0.06,0.06,0.06,0.06,1969899
5/10/2013 18:10:00,0.06,0.06,0.06,0.06,714066
5/13/2013 18:10:00,0.06,0.06,0.06,0.06,622554
5/14/2013 18:10:00,0.06,0.06,0.06,0.06,3622604
5/15/2013 18:10:00,0.06,0.06,0.06,0.06,4850170
5/16/2013 18:10:00,0.06,0.06,0.06,0.06,2723042
5/17/2013 18:10:00,0.06,0.06,0.06,0.06,3448882
5/20/2013 18:10:00,0.06,0.07,0.06,0.06,3112437
5/21/2013 18:10:00,0.06,0.07,0.06,0.06,1761862
5/22/2013 18:10:00,0.06,0.07,0.06,0.06,3043888
5/23/2013 18:10:00,0.06,0.06,0.06,0.06,2071234
5/24/2013 18:10:00,0.06,0.07,0.06,0.06,4308489
5/27/2013 18:10:00,0.07,0.07,0.06,0.07,12761295
5/28/2013 18:10:00,0.07,0.07,0.07,0.07,9559057
5/29/2013 18:10:00,0.06,0.07,0.06,0.06,2946695
5/30/2013 18:10:00,0.06,0.07,0.06,0.06,1420070
5/31/2013 18:10:00,0.06,0.06,0.06,0.06,5707049
6/3/2013 18:10:00,0.06,0.06,0.05,0.06,5110591
6/5/2013 18:10:00,0.06,0.06,0.06,0.06,3053725
6/6/2013 18:10:00,0.05,0.06,0.05,0.05,4919074
6/7/2013 18:10:00,0.06,0.06,0.05,0.06,2396589
6/10/2013 18:10:00,0.06,0.06,0.05,0.06,1982703
6/11/2013 18:10:00,0.06,0.06,0.05,0.06,1652223
6/12/2013 18:10:00,0.06,0.06,0.05,0.06,960855
6/13/2013 18:10:00,0.06,0.06,0.06,0.06,2264712
6/14/2013 18:10:00,0.06,0.06,0.06,0.06,4239783
6/17/2013 18:10:00,0.06,0.06,0.06,0.06,11020461
6/18/2013 18:10:00,0.06,0.06,0.06,0.06,2836482
6/19/2013 18:10:00,0.06,0.06,0.06,0.06,2975030
6/20/2013 18:10:00,0.05,0.06,0.05,0.05,3106181
6/21/2013 18:10:00,0.05,0.06,0.05,0.05,2162652
6/24/2013 18:10:00,0.05,0.05,0.05,0.05,1866110
6/25/2013 18:10:00,0.05,0.05,0.05,0.05,2859773
6/26/2013 18:10:00,0.05,0.05,0.05,0.05,1983723
6/27/2013 18:10:00,0.05,0.05,0.05,0.05,2870592
6/28/2013 18:10:00,0.05,0.05,0.05,0.05,2730812
7/1/2013 18:10:00,0.05,0.05,0.05,0.05,1177831
7/2/2013 18:10:00,0.05,0.05,0.05,0.05,338664
7/3/2013 18:10:00,0.05,0.05,0.05,0.05,2224415
7/4/2013 18:10:00,0.05,0.05,0.05,0.05,2177674
7/5/2013 18:10:00,0.05,0.05,0.05,0.05,2036398
7/8/2013 18:10:00,0.05,0.05,0.05,0.05,1798365
7/9/2013 18:10:00,0.05,0.05,0.05,0.05,1019482
7/10/2013 18:10:00,0.05,0.05,0.05,0.05,1390298
7/11/2013 18:10:00,0.05,0.05,0.05,0.05,2281036
7/12/2013 18:10:00,0.05,0.05,0.05,0.05,847430
7/15/2013 18:10:00,0.05,0.05,0.05,0.05,2988302
7/16/2013 18:10:00,0.05,0.05,0.05,0.05,564824
7/17/2013 18:10:00,0.05,0.06,0.05,0.05,7458814
7/18/2013 18:10:00,0.05,0.05,0.05,0.05,3018137
7/19/2013 18:10:00,0.05,0.05,0.05,0.05,2675807
7/22/2013 18:10:00,0.05,0.06,0.05,0.05,7808971
7/23/2013 18:10:00,0.05,0.05,0.05,0.05,2435702
7/24/2013 18:10:00,0.05,0.05,0.05,0.05,2216191
7/25/2013 18:10:00,0.05,0.05,0.05,0.05,4750400
7/26/2013 18:10:00,0.05,0.05,0.05,0.05,1169526
7/29/2013 18:10:00,0.05,0.05,0.05,0.05,1857612
7/30/2013 18:10:00,0.05,0.05,0.05,0.05,2429614
7/31/2013 18:10:00,0.05,0.05,0.05,0.05,922239
8/1/2013 18:10:00,0.05,0.05,0.05,0.05,1962167
8/2/2013 18:10:00,0.05,0.05,0.05,0.05,1601691
8/5/2013 18:10:00,0.05,0.05,0.05,0.05,392306
8/6/2013 18:10:00,0.05,0.05,0.05,0.05,410976
8/7/2013 18:10:00,0.05,0.05,0.05,0.05,200582
8/12/2013 18:10:00,0.05,0.05,0.05,0.05,787204
8/13/2013 18:10:00,0.05,0.05,0.05,0.05,368818
8/14/2013 18:10:00,0.05,0.05,0.05,0.05,1193568
8/15/2013 18:10:00,0.05,0.05,0.05,0.05,453840
8/16/2013 18:10:00,0.05,0.05,0.05,0.05,431964
8/19/2013 18:10:00,0.05,0.05,0.05,0.05,538359
8/20/2013 18:10:00,0.05,0.05,0.05,0.05,461526
8/21/2013 18:10:00,0.05,0.05,0.05,0.05,402243
8/22/2013 18:10:00,0.05,0.05,0.05,0.05,615872
8/23/2013 18:10:00,0.05,0.05,0.05,0.05,389589
8/26/2013 18:10:00,0.05,0.05,0.05,0.05,356813
8/27/2013 18:10:00,0.05,0.05,0.04,0.05,546396
8/28/2013 18:10:00,0.04,0.04,0.04,0.04,526118
8/29/2013 18:10:00,0.04,0.05,0.04,0.04,252654
9/2/2013 18:10:00,0.05,0.05,0.05,0.05,326615
9/3/2013 18:10:00,0.05,0.05,0.04,0.05,402203
9/4/2013 18:10:00,0.05,0.05,0.04,0.05,498715
9/5/2013 18:10:00,0.05,0.05,0.04,0.04,147787
9/6/2013 18:10:00,0.04,0.05,0.04,0.05,360664
9/9/2013 18:10:00,0.05,0.05,0.05,0.05,418163
9/10/2013 18:10:00,0.05,0.05,0.05,0.05,1538130
9/11/2013 18:10:00,0.05,0.05,0.05,0.05,1230876
9/12/2013 18:10:00,0.05,0.05,0.05,0.05,1556411
9/13/2013 18:10:00,0.05,0.05,0.05,0.05,1644804
